,Unnamed: 0,country,description,designation,rating,price,province,region,title,variety,winery
1809,1809,Spain,"Staunch aromas of leather and animal hide ride heavily on top of rubbery blackberry scents. This feels solid but scattered, with cherry and cassis flavors that come across jammy. Rubbery notes and a mild cheesy oak character dominate the finish.",The Issue of Inexpensive Wines is When They Are Not Good Enough,85,11.0,Levante,Valencia,mamarracho 2014 the issue of inexpensive wines is when they are not good enough red valencia,Red Blend,Mamarracho
1810,1810,Spain,"Stone-fruit aromas are the opening, and they're on the full, waxy, fleshy side. This weighs in with low acidity, and that results in broad flavors of papaya and green melon. A round finish, much like the nose, shows a fleshy component.",,85,16.0,Northern Spain,Rueda,mantel blanco 2014 verdejo rueda,Verdejo,Mantel Blanco
1814,1814,Spain,"This blend of Merseguera and Sauvignon Blanc is modest as a church mouse, with clean but dilute green-apple aromas. An easygoing, round palate offers orange and lime flavors in front of a pithy, citrusy finish.",Winemaker's Selection,85,9.0,Levante,Valencia,castillo de liria 2014 winemakers selection white valencia,White Blend,Castillo de Liria
1816,1816,Spain,"Leesy vanilla aromas are scattershot and include bready notes of baked apple and pear. This feels round, plump and low on acidity. Flavors of grassy, green citrus and tropical fruits turn bitter before flattening out on a mild finish.",Brut,85,15.0,Catalonia,Cava,tarantas 2014 brut sparkling cava,Sparkling Blend,Tarantas
1827,1827,Spain,"Damp, rubbery aromas of berry fruits and cured meat amount to a weird ensemble. This is decidedly grabby on the palate, with salty, herbal plum flavors. A leafy, herbal, mildly green finish wraps up this kitchen-sink blend of Mencía and other grapes.",Tradición Joven,84,23.0,Galicia,Ribeira Sacra,adegas moure 2013 tradición joven red ribeira sacra,Red Blend,Adegas Moure
1828,1828,Spain,"Oaky, jammy aromas are wayward and slightly green. This blend of Tempranillo and Monastrell delivers heavy tannins on a widespread but unfocused palate. Oaky, drying berry flavors are more bitter than fruity, while the finish is choppy in feel and woody in taste.",Alcanta Crianza,84,16.0,Levante,Alicante,bocopa 2012 alcanta crianza red alicante,Red Blend,Bocopa
1833,1833,Spain,"This Viura-Chardonnay blend smells odd, as if musky cologne was blended with body oil. The palate seems caught between heavy and racy, while flavors of candied white fruits, apple and pear come with residual sugar and a sketchy foundation.",Agostón,84,13.0,Northern Spain,Cariñena,bodegas paniza 2013 agostón viurachardonnay cariñena,Viura-Chardonnay,Bodegas Paniza
1835,1835,Spain,"Chunky, raisiny lead aromas come with more than enough vanilla, mocha and creamy oak backing. This has a lazy, baked, tannic feel and heavy flavors of candied blackberry and creamy oak. It smells and tastes forced.",Crianza,84,25.0,Northern Spain,Ribera del Duero,viña arnáiz 2010 crianza ribera del duero,Tempranillo Blend,Viña Arnáiz
1843,1843,Spain,"Oxidized, yeasty aromas are not fresh. On the palate, this is spritzy, but oxidation creates a yeasty, bready blanket on top of basic pear and papaya. It finishes flat.",,83,25.0,Northern Spain,Getariako Txakolina,zudugarai 2013 white getariako txakolina,White Blend,Zudugarai
1845,1845,Spain,"Tired and oxidized on the nose, this offers just-adequate freshness on the palate, but the wine is losing steam. Flavors of oxidized white fruits and bitter citrus finish dully.",,83,20.0,Galicia,Rías Baixas,bouza de carril 2013 albariño rías baixas,Albariño,Bouza de Carril
1846,1846,Spain,"Gold in color, with a nutty, flabby nose. In the mouth, this is honeyed and mealy, while flavors of creamy oak, green herbs and stone fruits finish bland and soft.",Fermentado en Barrica,83,30.0,Northern Spain,Rueda,eresma 2012 fermentado en barrica verdejo rueda,Verdejo,Eresma
1847,1847,Spain,"Aromas of raw oak, paint and dark-berry fruits lead to a medium-bodied palate with candied, oaky, mildly bitter black cherry and plum flavors. A modest finish closes with lasting bitterness and medicinality.",,83,12.0,Northern Spain,Calatayud,montevicor 2010 garnacha calatayud,Garnacha,Montevicor
1848,1848,Spain,"Grassy, stalky plum aromas are decent but not overly fresh. Without a lot of shape or body, this modest Garnacha is herbaceous and limited in red-fruit flavors. The finish is gone in a flash.",Edicion Limitada,83,9.0,Central Spain,Vino de la Tierra de Castilla,maximo 2012 edicion limitada garnacha de la tierra de castilla,Garnacha,Maximo
1854,1854,Spain,"Prune and raisin aromas announce ripeness, which comes with woodsy, earthy, murky berry scents. This feels snappy at first, then more heavy and baked. Prune and spice cake flavors are clumsy, heavy and lack cohesion on the finish.",Paniza,83,15.0,Northern Spain,Cariñena,alto cinco 2012 paniza garnacha cariñena,Garnacha,Alto Cinco
1898,1898,Spain,"Plenty of new oak is announced via aromas of coconut, mint, vanilla and burnt toast. but offsetting that is lively berry and cola flavors. As it opens and settles in, you get a wall of fierce tannins that aren't likely to fade any time soon. So unless you have years to cellar this wine, it will likely hold onto its hard, tannic personality. Hold another three years, if possible.",Reserva Real,89,150.0,Catalonia,Penedès,torres 2003 reserva real red penedès,Bordeaux-style Red Blend,Torres
1906,1906,Spain,"Overall this Callet-led blend might exceed its more oaked, richer brother known as Son Negre. Àn has a rooty, oak-driven nose with hints of herbs and tobacco, while the palate is dark and tasty, with blackberry, cherry and cured meat flavors. Finishes with pepper and a lash of leftover oak that hopefully will disappear as the wine ages. Drink now through 2012.",Àn,89,53.0,Spanish Islands,Vi de la Terra Illes Balears,ànima negra 2004 àn red vi de la terra illes balears,Red Blend,Ànima Negra
1987,1987,Spain,"Berry and cherry aromas are surprisingly sturdy and clean. Freshness is maintained on the palate, which is honest enough to offer modest tannic bite. Lightly spiced plum and raspberry flavors change little on an easy finish.",Flirty Bird,85,4.0,Central Spain,Vino de la Tierra de Castilla,felix solis 2013 flirty bird syrah de la tierra de castilla,Syrah,Felix Solis
1988,1988,Spain,"Gritty aromas of stewed berry, lemony oak, green herbs and tin set up a tannic, chewy, highly extracted palate that's lacking in elegance. Flavors of chocolate, green herbs, blueberry, vanilla and plastic finish oaky and creamy, with lasting heat.",,85,13.0,Levante,Jumilla,marionette 2012 monastrellsyrah jumilla,Monastrell-Syrah,Marionette
2001,2001,Spain,"Dusty aromas of red cherry are muddled by oaky notes of plastic and latex. A jumpy, bright palate is rudimentary, as are lightly spiced plum and raspberry flavors. A fresh, dry, basic finish seems appropriate.",Oak Aged,84,10.0,Central Spain,Vino de la Tierra de Castilla,mureda 2012 oak aged syrah de la tierra de castilla,Syrah,Mureda
2014,2014,Spain,Melon and citrus aromas are yeasty and a bit sulfuric. This feels plump and juicy but not exact or well cut. Flavors of briny apple and nectarine turn bitter and salty on the finish.,El Gordo del Circo,84,17.0,Northern Spain,Rueda,casa rojo 2013 el gordo del circo verdejo rueda,Verdejo,Casa Rojo
2135,2135,Spain,"Clover and apple aromas are basic but fresh. This is simple on the palate, with little to the mouthfeel. Vapid flavors of soda crackers, spent yeast and apple cider disappear on a quick finish.",Reserva Cuvée Barcelona 1872,85,,Catalonia,Cava,codorníu nv reserva cuvée barcelona 1872 sparkling cava,Sparkling Blend,Codorníu
2138,2138,Spain,"Rubbery raspberry and plum aromas are decent. This feels crisp and abrasive on the surface, but sort of empty in the middle. Lean snappy plum and raspberry flavors end with scratchy tannins and a medicinal aftertaste.",Canchales Vino Joven,84,12.0,Northern Spain,Rioja,bodegas riojanas 2015 canchales joven rioja,Tempranillo,Bodegas Riojanas
2140,2140,Spain,"Candied berry aromas lack crispness. This feels hard, with little give and depth to the palate. Burnt toasted berry flavors are hot and fall off on a clumsy finish.",,84,12.0,Northern Spain,Rioja,gorrebusto 2015 rioja,Tempranillo,Gorrebusto
2145,2145,Spain,"This pink wine smells of red-apple skins. The palate is low on acidity but not entirely dull. Dry briny lightly bitter flavors don't show a lot of fruit, while this is pulpy on the finish.",Selección Tempranillo,84,8.0,Northern Spain,Rioja,sonsierra 2015 selección tempranillo rosé rioja,Rosé,Sonsierra
2151,2151,Spain,"Heavy oak aromas sit atop wiry plum and spice scents. This feels tannic and tough, with up-front oak and herbal berry flavors. A dry tannic, spicy finish features palpable oak that tastes forced and like plastic.",Made With Organic Grapes,84,11.0,Central Spain,Vino de la Tierra de Castilla,venta morales 2015 made with organic grapes tempranillo de la tierra de castilla,Tempranillo,Venta Morales
2153,2153,Spain,"Prickly berry aromas include notes of both candied raspberry and cinnamon. This feels a bit clunky and sticky, with sugary berry flavors and a slightly cloying finish.",SPÑ,84,9.0,Central Spain,Vino de la Tierra de Castilla,bodegas isidro milagro 2015 spñ red de la tierra de castilla,Red Blend,Bodegas Isidro Milagro
2154,2154,Spain,"Dusty aromas of desert brush, oak, blueberry, animal hide and green herbs are strained. This feels raw and choppy, while reedy herbal red-fruit flavors finish with a note of raisin. This Monastrell (with 10% Syrah) is okay but all over the map.",Estate Wine Organic,84,18.0,Levante,Jumilla,campos de risca 2013 estate wine organic monastrellsyrah jumilla,Monastrell-Syrah,Campos de Risca
2162,2162,Spain,"Lemon and apple aromas precede a high-acid citric palate without much elegance or finesse. This pedestrian Albariño deals pithy orange flavors that come with a note of grape skins. On the finish, this seems like orange juice.",Covello,84,16.0,Galicia,Rías Baixas,lo nuevo 2015 covello albariño rías baixas,Albariño,Lo Nuevo
2175,2175,Spain,"If you are of the school that says rosé from Provence is the world's gold standard, then give this excellent newcomer a try. Brief skin contact has created a light color and sense of elegance on the nose and palate. Flavors of cantaloupe and peach are lightly sweet but cut by ample acidity. Drink as soon as possible to capture this wine's fresh essence.",Flor de Muga,90,31.0,Northern Spain,Rioja,muga 2016 flor de muga rosé rioja,Rosé,Muga
2179,2179,Spain,"This aerated, yellow-tinted brut nature smells mature, bready and buttery. The palate is full bodied, yeasty and anything but sweet. Salted citrus and papaya flavors are nutty and hold steady on a slightly flat finish. Drink now.",Glaç Brut Nature,90,31.0,Catalonia,Cava,maria casanovas nv glaç brut nature sparkling cava,Sparkling Blend,Maria Casanovas
2181,2181,Spain,"Aromas of tobacco, wood grain, plum and cherry set up a plucky, lively palate with hard tannins. Spicy plum and berry flavors finish steady and drawing. Drunk now through 2023.",Reserva,90,30.0,Northern Spain,Rioja,eduardo garrido garcía 2011 reserva rioja,Tempranillo Blend,Eduardo Garrido García
2284,2284,Spain,"Albariño is a fragile style of white wine and some just don't age well. This is one of those wines; it's slightly past peak maturity, as evidenced by wheaty, yeasty aromas. The palate finishes with a hint of bitter citrus pith.",,85,34.0,Galicia,Rías Baixas,lusco 2011 albariño rías baixas,Albariño,Lusco
2285,2285,Spain,"After opening with reedy, stalky aromas, this is raw and choppy on the palate. Flavors of herbal red plum and rhubarb conclude with tight, edgy acids and a bit of burn and heat. This is fresh and generally pretty good, but it lacks Toro's usual richness and power.",Crianza,85,25.0,Northern Spain,Toro,damalisco 2008 crianza toro,Tinta de Toro,Damalisco
2309,2309,Spain,"One sniff announces a wood pile's worth of toasty, dusty oak. But there's all the bold Tempranillo fruit and classic RDD terroir here to absorb it. Ripe as can be on the palate, with equal parts mulled black fruit, spice and mocha. It finishes smooth, with generous extract but nothing grating or grabby. Drink now through 2012.",Tinto Figuero 15 Reserva,90,54.0,Northern Spain,Ribera del Duero,garcía figuero 2004 tinto figuero 15 reserva ribera del duero,Tempranillo Blend,García Figuero
2334,2334,Spain,"Scratchy aromas of red fruits register as raw, with a note of animal hide. This feels racy and wild, but lively. Briny, rugged flavors of raspberry and plum finish tart, with a pickled note that won't let go.",Alphabet Wines,85,15.0,Levante,Yecla,la purísima 2013 alphabet wines monastrell yecla,Monastrell,La Purísima
