id,wine,price,rating,body,acidity,num_reviews
1824,Vina Ardanza Reserva,23.7,4.2,4.0,3.0,9098
1825,Reserva Rioja (Finca Ygay),23.0,4.2,4.0,3.0,8318
1826,Ribera del Duero,19.5,4.2,5.0,3.0,7825
1827,Ribera del Duero,21.2,4.2,5.0,3.0,7294
1828,Reserva,27.0,4.2,5.0,3.0,6567
1829,Vina Ardanza Reserva,33.0,4.2,4.0,3.0,6532
1830,Coto de Imaz Rioja Gran Reserva,16.14,4.2,4.0,3.0,6256
1831,PSI,37.95,4.2,5.0,3.0,6163
1832,Vina Alberdi Reserva,17.02,4.2,4.0,3.0,5802
1833,Seleccion Especial,49.85,4.2,4.0,3.0,5178
1834,Rias Baixas Albarino Atlantico,14.95,4.2,3.0,3.0,4610
1835,Crianza,9.76,4.2,5.0,3.0,4127
1836,Ribera del Duero Crianza,19.16,4.2,5.0,3.0,4091
1837,Vina Alberdi Reserva,15.8,4.2,4.0,3.0,3825
1838,Rioja Reserva,19.8333333333333,4.2,4.0,3.0,3788
1839,27 Ribera del Duero,21.0,4.2,5.0,3.0,3725
1840,Terras Gauda O Rosal,12.29,4.2,3.0,3.0,3648
1841,27 Ribera del Duero,23.75,4.2,5.0,3.0,3545
1842,Rioja Reserva,15.83,4.2,4.0,3.0,3453
1843,Ribera del Duero Crianza,15.45,4.2,5.0,3.0,3354
1844,Salmos,24.85,4.2,4.0,3.0,3225
1845,Crianza Tinto,20.95,4.2,5.0,3.0,3224
1846,Rioja Gran Reserva,28.43,4.2,4.0,3.0,3101
1847,Vina Bosconia Reserva,22.58,4.2,4.0,3.0,2901
1848,Red,58.26,4.2,4.0,3.0,2820
1849,Vina Bosconia Reserva,20.95,4.2,4.0,3.0,2820
1850,Mas La Plana Cabernet Sauvignon,48.4,4.2,4.0,3.0,2788
1851,Louro Godello,19.7,4.2,,,2685
1852,Rioja Reserva,24.75,4.2,4.0,3.0,2676
1853,Roda Reserva Rioja,55.47,4.2,4.0,3.0,2478
1854,Roda Reserva Rioja,28.4,4.2,4.0,3.0,2375
1855,Rioja Reserva,27.6,4.2,4.0,3.0,2364
1856,Jumilla Blue Label,24.76,4.2,4.0,3.0,2271
1857,Jumilla Blue Label,24.6,4.2,4.0,3.0,2234
1858,Jumilla Blue Label,22.5,4.2,4.0,3.0,2135
1859,I Gran Reserva,124.5,4.2,4.0,3.0,2074
1860,Crianza,19.99,4.2,5.0,3.0,2050
1861,La Atalaya del Camino,11.8,4.2,4.0,3.0,2022
1862,27 Ribera del Duero,23.74,4.2,5.0,3.0,1981
1863,Roda Reserva Rioja,30.35,4.2,4.0,3.0,1931
1864,Gran Reserva,38.84,4.2,5.0,3.0,1921
1865,Rioja Reserva,21.5,4.2,4.0,3.0,1768
1866,Reserva,29.95,4.2,5.0,3.0,1688
1867,Rioja 150 Aniversario,59.0,4.2,4.0,3.0,1686
1868,Toro,98.9,4.2,5.0,3.0,1665
1869,Roda Reserva Rioja,59.9,4.2,4.0,3.0,1645
1870,Veraton Garnacha,19.94,4.2,5.0,3.0,1627
1871,Vina Bosconia Reserva,23.52,4.2,4.0,3.0,1611
1872,Alexander vs. The Ham Factory,33.3733333333333,4.2,5.0,3.0,1573
1873,PSI,34.5,4.2,5.0,3.0,1355
1874,Veraton Garnacha,21.6,4.2,5.0,3.0,1343
1875,Vina Alberdi Crianza,11.2,4.2,4.0,3.0,1341
1876,Taberner Tierra de Cadiz,32.0010770950795,4.2,4.0,3.0,1337
1877,Rioja Gran Reserva,39.5,4.2,4.0,3.0,1319
1878,Ribera del Duero,33.59,4.2,5.0,3.0,1308
1879,Capellania Reserva,29.15,4.2,3.0,3.0,1301
1880,Finca El Otero,28.75,4.2,5.0,3.0,1267
1881,Crianza,16.88,4.2,5.0,3.0,1209
1882,Gessami,9.95,4.2,,,1164
1883,Dominio de Atauta,25.71,4.2,5.0,3.0,1159
1884,Finest Old Harvest Medium,18.87,4.2,5.0,1.0,1155
1885,Taberner Tierra de Cadiz,17.04,4.2,4.0,3.0,1125
1886,Ribera del Duero Red,18.9,4.2,5.0,3.0,1095
1887,Bosque de Matasnos Etiqueta Blanca,55.75,4.2,5.0,3.0,1093
1888,Ribera del Duero,37.9,4.2,5.0,3.0,1086
1889,Corimbo I,39.0,4.2,5.0,3.0,1078
1890,Crianza,16.49,4.2,5.0,3.0,1070
1891,Vermut Rojo,11.9,4.2,,,1058
1892,La Atalaya del Camino,11.66,4.2,4.0,3.0,1048
1893,Vina Tondonia Reserva Blanco,26.9,4.2,3.0,3.0,1043
1894,Reserva 5 Ano,22.95,4.2,5.0,3.0,1040
1895,Malleolus,31.95,4.2,5.0,3.0,1030
1896,Del Duque Amontillado Sherry VORS,77.22,4.2,4.0,3.0,1016
1897,Les Terrasses Velles Vinyes Priorat,85.9,4.2,4.0,3.0,1016
1898,Salmos,20.99,4.2,4.0,3.0,1008
1899,Numanthia,51.19,4.2,5.0,3.0,998
1900,Les Terrasses Laderas de Pizarra,32.25,4.2,4.0,3.0,970
1901,Inici,39.0,4.2,4.0,3.0,969
1902,Mas La Plana Cabernet Sauvignon,56.26,4.2,4.0,3.0,964
1903,Corimbo I,23.4,4.2,5.0,3.0,918
1904,5 Finques (Fincas) Reserva,11.35,4.2,4.0,3.0,918
1905,Corimbo I,37.5,4.2,5.0,3.0,915
1906,QS,40.76,4.2,4.0,3.0,900
1907,Martinet Bru (Garnatxa - Syrah),21.9,4.2,4.0,3.0,897
1908,Vina Ardanza Reserva,161.0,4.2,4.0,3.0,883
1909,El Puntido,34.41,4.2,4.0,3.0,879
1910,Ribera del Duero,16.95,4.2,5.0,3.0,876
1911,Finca Dofi,52.5,4.2,4.0,3.0,865
1912,Reserva 5 Ano,19.53,4.2,5.0,3.0,855
1913,Ribera Del Duero Reserva,30.0,4.2,5.0,3.0,852
1914,Muscat,5.5,4.2,,,842
1915,Rioja Gran Reserva,35.63,4.2,4.0,3.0,840
1916,Roda Reserva Rioja,25.5,4.2,4.0,3.0,834
1917,Angeles de Amaren Tempranillo - Graciano,19.38,4.2,4.0,3.0,832
1918,Reserva Rioja (Finca Ygay),20.9,4.2,4.0,3.0,811
1919,Ribera del Duero Crianza,18.5,4.2,5.0,3.0,806
1920,Reserva XR,23.0,4.2,4.0,3.0,778
1921,Purgatori Costers del Segre,38.37,4.2,4.0,3.0,778
1922,Purgatori Costers del Segre,25.5,4.2,4.0,3.0,777
1923,Mirto,35.0,4.2,4.0,3.0,776
1924,Vinas Viejas Verdejo,30.0,4.2,3.0,3.0,769
1925,Bassus Pinot Noir,18.95,4.2,4.0,3.0,753
1926,Sericis Cepas Viejas Monastrell,8.95,4.2,5.0,3.0,745
1927,Finca Malaveina,25.35,4.2,4.0,3.0,740
1928,Ribera del Duero Red,18.5,4.2,5.0,3.0,733
1929,Rioja Gran Reserva,36.0,4.2,4.0,3.0,732
1930,Rioja Gran Reserva,85.8,4.2,4.0,3.0,731
1931,Bassus Pinot Noir,19.25,4.2,4.0,3.0,721
1932,QS,37.5,4.2,4.0,3.0,707
1933,Rioja Reserva,19.4,4.2,4.0,3.0,696
1934,Gessami,11.2,4.2,,,692
1935,Rioja Reserva Fincas de Ganuza,29.5,4.2,4.0,3.0,684
1936,Summum Monastrell,15.95,4.2,5.0,3.0,682
1937,Altos de Losada,18.4,4.2,3.0,3.0,676
1938,Finca Dofi,59.95,4.2,4.0,3.0,671
1939,Coto de Imaz Rioja Gran Reserva,15.88,4.2,4.0,3.0,668
1940,El Viejo,26.95,4.2,5.0,3.0,668
1941,Corpinnat Terrers Brut Nature,25.0,4.2,2.0,3.0,667
1942,Dos Cortados Palo Cortado Solera Especial Aged 20 Years,32.16,4.2,4.0,3.0,666
1943,Vi de Vila Gratallops,60.0,4.2,4.0,3.0,648
1944,Vi de Vila Gratallops,55.0,4.2,4.0,3.0,647
1945,Gran Reserva Rioja (Finca Ygay),86.95,4.2,4.0,3.0,645
1946,Oscar Tobia Reserva Rioja,20.0,4.2,4.0,3.0,633
1947,Rioja Satinela Blanco Semidulce,6.99,4.2,3.0,3.0,630
1948,Reserva,29.93,4.2,5.0,3.0,628
1949,Finca Malaveina,17.84,4.2,4.0,3.0,627
1950,Rioja Gran Reserva,34.5,4.2,4.0,3.0,624
1951,Red,55.0,4.2,4.0,3.0,622
1952,Clos del Portal Negre de Negres,21.85,4.2,4.0,3.0,612
1953,Corpinnat Terrers Brut Nature,21.8,4.2,2.0,3.0,611
1954,Martelo Reserva,20.5,4.2,4.0,3.0,600
1955,Crianza,17.25,4.2,5.0,3.0,599
1956,Solideo,35.09,4.2,5.0,3.0,592
1957,Preludio,24.9,4.2,5.0,3.0,591
1958,Reserva Tempranillo,20.4532878069468,4.2,4.0,3.0,587
1959,Coma Vella Priorat,24.8,4.2,4.0,3.0,576
1960,Las Ocho (8) Tinto,16.767557,4.2,4.0,3.0,570
1961,Pago de los Balagueses Syrah,17.7,4.2,4.0,3.0,559
1962,Bagus Ribera del Duero,54.0,4.2,5.0,3.0,559
1963,Formiga de Vellut,16.2,4.2,4.0,3.0,558
1964,Tierra Alta En 2 Maderas,19.9,4.2,5.0,3.0,557
1965,Pago El Espino,25.35,4.2,4.0,3.0,555
1966,Rioja Blanco,17.75,4.2,3.0,3.0,540
1967,Crianza,18.9,4.2,5.0,3.0,528
1968,Propiedad  Rioja,25.9,4.2,4.0,3.0,527
1969,Crianza,18.25,4.2,5.0,3.0,520
1970,Reserva Especial Icon Edition,23.89,4.2,4.0,3.0,519
1971,Antique Palo Cortado,36.9,4.2,4.0,3.0,519
1972,El Viejo,33.9,4.2,5.0,3.0,518
1973,Vina Lanciano Reserva,14.6,4.2,4.0,3.0,514
1974,An,139.9,4.2,4.0,3.0,513
1975,Artigas,20.9,4.2,4.0,3.0,505
1976,200 Monges Rioja Reserva,48.0,4.2,4.0,3.0,499
1977,Rioja Gran Reserva,39.5,4.2,4.0,3.0,490
1978,Preludio,24.5,4.2,5.0,3.0,488
1979,Jalifa Amontillado Rare Old Dry Solera Especial Aged 30 Years,33.5,4.2,4.0,3.0,487
1980,Rejon Tempranillo,36.97,4.2,4.0,2.0,485
1981,La Felisa,26.3,4.2,5.0,3.0,483
1982,La Revelia Godello,21.95,4.2,,,484
1983,Tinto,21.5,4.2,5.0,3.0,481
1984,A Mano Rioja,28.95,4.2,4.0,3.0,480
1985,Milmanda,126.2,4.2,4.0,3.0,473
1986,Terras Gauda O Rosal,11.9,4.2,3.0,3.0,466
1987,Seleccion de Anada Albarino Rias Baixas,37.9,4.2,3.0,3.0,459
1988,Seleccion Especial (Reserva),65.0,4.2,4.0,3.0,447
1989,Reserva,21.65,4.2,5.0,3.0,442
1990,3.9,22.95,4.2,4.0,3.0,441
1991,Rias Baixas Albarino Atlantico,14.8,4.2,3.0,3.0,439
1992,Envidiacochina (Tete de Cuvee),18.46,4.2,3.0,3.0,438
1993,Adaro,16.45,4.2,5.0,3.0,436
1994,Ribera del Duero Red,16.9,4.2,5.0,3.0,433
1995,Fondillon Gran Reserva,49.95,4.2,,,432
1996,Clos del Portal Negre de Negres,21.7,4.2,4.0,3.0,429
1997,Monastrell - Syrah Finca Espolla,13.95,4.2,4.0,3.0,424
1998,Casa Cisca Monastrell,32.0,4.2,5.0,3.0,423
1999,Rioja Blanco,29.15,4.2,3.0,3.0,421
2000,Reserva,17.5,4.2,,,420
2001,Santa Rosa,18.9,4.2,,,420
2002,Roc Nu,23.95,4.2,,,420
2003,Coleccion Privada,28.3,4.2,,,420
2004,Rioja Reserva,45.0,4.2,,,417
2005,Altos de Losada,17.9,4.2,,,415
2006,Rias Baixas Albarino Finca Valinas,16.78,4.2,,,414
2007,Vina Alberdi Crianza,13.58,4.2,,,410
2008,Corimbo I,37.9,4.2,,,412
2009,Gran Reserva,51.35,4.2,,,410
2010,Gran Reserva Rioja,22.99,4.2,,,410
2011,Treixadura,11.95,4.2,,,407
2012,Candela Cream Dulce Sweet,7.1,4.2,,,405
2013,Clos del Portal Somni,77.36,4.2,,,404
2014,Nounat,19.9,4.2,,,404
2015,Mirto,28.53,4.2,,,402
2016,El Viejo,27.89,4.2,,,400
2017,Valdegines,48.96,4.2,,,398
2018,Rioja Graciano,61.94,4.2,,,395
2019,Reserva,19.98,4.2,,,392
2020,Les Brugueres,16.76,4.2,,,390
2021,Finca Terrerazo,24.45,4.2,,,390
2022,Gran Reserva,64.5,4.2,,,389
2023,Preludio,31.63,4.2,,,388
2024,El Puntido,73.0,4.2,,,384
2025,Reserva,17.5,4.2,4.0,3.0,420
2026,Santa Rosa,18.9,4.2,4.0,3.0,420
2027,Roc Nu,23.95,4.2,4.0,3.0,420
2028,Coleccion Privada,28.3,4.2,4.0,3.0,420
2029,Rioja Reserva,45.0,4.2,4.0,3.0,417
2030,Altos de Losada,17.9,4.2,3.0,3.0,415
2031,Rias Baixas Albarino Finca Valinas,16.78,4.2,3.0,3.0,414
2032,Vina Alberdi Crianza,13.58,4.2,4.0,3.0,410
2033,Corimbo I,37.9,4.2,5.0,3.0,412
2034,Gran Reserva,51.35,4.2,5.0,3.0,410
2035,Gran Reserva Rioja,22.99,4.2,4.0,3.0,410
2036,Candela Cream Dulce Sweet,7.1,4.2,4.0,3.0,405
2037,Clos del Portal Somni,77.36,4.2,4.0,3.0,404
2038,Mirto,28.53,4.2,4.0,3.0,402
2039,El Viejo,27.89,4.2,5.0,3.0,400
2040,Valdegines,48.96,4.2,4.0,2.0,398
2041,Rioja Graciano,61.94,4.2,4.0,3.0,395
2042,Reserva,19.98,4.2,4.0,3.0,392
2043,Les Brugueres,16.76,4.2,4.0,3.0,390
2044,Finca Terrerazo,24.45,4.2,4.0,3.0,390
2045,Gran Reserva,64.5,4.2,5.0,3.0,389
2046,Preludio,31.63,4.2,5.0,3.0,388
2047,El Puntido,73.0,4.2,4.0,3.0,384
2048,Rioja Blanco,29.15,4.2,,,421
